,Parcel,Neighborhood,Address,location,point,latitude,longitude,altitude
55,4332019067,Beverly Grove,"1210 S Shenandoah St #205, Los Angeles, CA 90035","1210 S Shenandoah St APT 205, Los Angeles, CA 90035, USA","(34.055205, -118.3812561, 0.0)",34.055205,-118.3812561,0.0
56,4334015071,Beverly Grove,"412 Arnaz Dr #7, Los Angeles, CA 90048","412 Arnaz Dr #7, Los Angeles, CA 90048, USA","(34.0715516, -118.3823974, 0.0)",34.0715516,-118.3823974,0.0
57,4335013065,Beverly Grove,"325 S Swall Dr #304, Los Angeles, CA 90048","325 S Swall Dr APT 304, Los Angeles, CA 90048, USA","(34.0729545, -118.3861129, 0.0)",34.0729545,-118.3861129,0.0
58,4335013066,Beverly Grove,"325 S Swall Dr #401, Los Angeles, CA 90048","325 S Swall Dr APT 401, Los Angeles, CA 90048, USA","(34.0729545, -118.3861129, 0.0)",34.0729545,-118.3861129,0.0
59,4335013070,Beverly Grove,"325 S Swall Dr #501, Los Angeles, CA 90048","325 S Swall Dr APT 501, Los Angeles, CA 90048, USA","(34.0729545, -118.3861129, 0.0)",34.0729545,-118.3861129,0.0
60,4335013073,Beverly Grove,"325 S Swall Dr #504, Los Angeles, CA 90048","325 S Swall Dr APT 504, Los Angeles, CA 90048, USA","(34.0729545, -118.3861129, 0.0)",34.0729545,-118.3861129,0.0
61,4332021047,Beverly Grove,"8636 W Olympic Blvd #7, Los Angeles, CA 90035","8636 W Olympic Blvd APT 7, Los Angeles, CA 90035, USA","(34.0590527, -118.3796775, 0.0)",34.0590527,-118.3796775,0.0
62,5085007048,Beverly Grove,"5670 W Olympic Blvd #B01, Los Angeles, CA 90036","5670 W Olympic Blvd APT B01, Los Angeles, CA 90036, USA","(34.0570618, -118.3533501, 0.0)",34.0570618,-118.3533501,0.0
63,5085007056,Beverly Grove,"5670 W Olympic Blvd #B09, Los Angeles, CA 90036","5670 W Olympic Blvd APT B09, Los Angeles, CA 90036, USA","(34.0570618, -118.3533501, 0.0)",34.0570618,-118.3533501,0.0
64,4333021052,Beverly Grove,"8651 W Olympic Blvd #104, Los Angeles, CA 90035","8651 W Olympic Blvd #104, Los Angeles, CA 90035, USA","(34.0597307, -118.3798639, 0.0)",34.0597307,-118.3798639,0.0
65,4333021053,Beverly Grove,"8651 W Olympic Blvd #105, Los Angeles, CA 90035","8651 W Olympic Blvd APT 105, Los Angeles, CA 90035, USA","(34.0596839, -118.379913, 0.0)",34.0596839,-118.379913,0.0
66,4333015044,Beverly Grove,"869 S Wooster St #304, Los Angeles, CA 90035","869 S Wooster St APT 304, Los Angeles, CA 90035, USA","(34.0610873, -118.3827546, 0.0)",34.0610873,-118.3827546,0.0
67,5085009050,Beverly Grove,"1002 S Burnside Ave #8, Los Angeles, CA 90019","1002 S Burnside Ave #8, Los Angeles, CA 90019, USA","(34.0570917, -118.3511288, 0.0)",34.0570917,-118.3511288,0.0
68,4333021077,Beverly Grove,"910 S Bedford St #206, Los Angeles, CA 90035","910 S Bedford St APT 206, Los Angeles, CA 90035, USA","(34.0605336, -118.3800245, 0.0)",34.0605336,-118.3800245,0.0
69,4333021074,Beverly Grove,"910 S Bedford St #207, Los Angeles, CA 90035","910 S Bedford St APT 207, Los Angeles, CA 90035, USA","(34.0605336, -118.3800245, 0.0)",34.0605336,-118.3800245,0.0
70,4333021078,Beverly Grove,"910 S Bedford St #303, Los Angeles, CA 90035","910 S Bedford St APT 303, Los Angeles, CA 90035, USA","(34.0605336, -118.3800245, 0.0)",34.0605336,-118.3800245,0.0
71,4333021081,Beverly Grove,"910 S Bedford St #307, Los Angeles, CA 90035","910 S Bedford St APT 307, Los Angeles, CA 90035, USA","(34.0605336, -118.3800245, 0.0)",34.0605336,-118.3800245,0.0
72,4332028044,Beverly Grove,"1240 S Corning St #103, Los Angeles, CA 90035","1240 S Corning St APT 103, Los Angeles, CA 90035, USA","(34.0546235, -118.3770441, 0.0)",34.0546235,-118.3770441,0.0
73,4332028063,Beverly Grove,"1240 S Corning St #305, Los Angeles, CA 90035","1240 S Corning St APT 305, Los Angeles, CA 90035, USA","(34.0546235, -118.3770441, 0.0)",34.0546235,-118.3770441,0.0
74,4333014064,Beverly Grove,"825 S Shenandoah St #104, Los Angeles, CA 90035","825 S Shenandoah St APT 104, Los Angeles, CA 90035, USA","(34.0621745, -118.3816499, 0.0)",34.0621745,-118.3816499,0.0
75,4333014071,Beverly Grove,"825 S Shenandoah St #303, Los Angeles, CA 90035","825 S Shenandoah St APT 303, Los Angeles, CA 90035, USA","(34.0621745, -118.3816499, 0.0)",34.0621745,-118.3816499,0.0
76,4333014072,Beverly Grove,"825 S Shenandoah St #304, Los Angeles, CA 90035","825 S Shenandoah St APT 304, Los Angeles, CA 90035, USA","(34.0621745, -118.3816499, 0.0)",34.0621745,-118.3816499,0.0
77,4332017034,Beverly Grove,"1059 S Shenandoah St #102, Los Angeles, CA 90035","1059 S Shenandoah St APT 102, Los Angeles, CA 90035, USA","(34.0574785, -118.381757, 0.0)",34.0574785,-118.381757,0.0
78,4332017035,Beverly Grove,"1059 S Shenandoah St #103, Los Angeles, CA 90035","1059 S Shenandoah St APT 103, Los Angeles, CA 90035, USA","(34.0574785, -118.381757, 0.0)",34.0574785,-118.381757,0.0
79,4332017045,Beverly Grove,"1059 S Shenandoah St #306, Los Angeles, CA 90035","1059 S Shenandoah St APT 306, Los Angeles, CA 90035, USA","(34.0574785, -118.381757, 0.0)",34.0574785,-118.381757,0.0
80,4332017046,Beverly Grove,"1059 S Shenandoah St #307, Los Angeles, CA 90035","1059 S Shenandoah St APT 307, Los Angeles, CA 90035, USA","(34.0574785, -118.381757, 0.0)",34.0574785,-118.381757,0.0
81,4335001048,Beverly Grove,"120 N Swall Dr #201, Los Angeles, CA 90048","120 N Swall Dr #201, Los Angeles, CA 90048, USA","(34.0757597, -118.3855471, 0.0)",34.0757597,-118.3855471,0.0
82,4335001051,Beverly Grove,"120 N Swall Dr #204, Los Angeles, CA 90048","120 N Swall Dr APT 204, Los Angeles, CA 90048, USA","(34.0757139, -118.3855355, 0.0)",34.0757139,-118.3855355,0.0
83,4335001053,Beverly Grove,"120 N Swall Dr #206, Los Angeles, CA 90048","120 N Swall Dr APT 206, Los Angeles, CA 90048, USA","(34.0757139, -118.3855355, 0.0)",34.0757139,-118.3855355,0.0
84,4335001058,Beverly Grove,"120 N Swall Dr #304, Los Angeles, CA 90048","120 N Swall Dr APT 304, Los Angeles, CA 90048, USA","(34.0757139, -118.3855355, 0.0)",34.0757139,-118.3855355,0.0
85,4335001060,Beverly Grove,"120 S Swall Dr #306, Los Angeles, CA 90048","120 S Swall Dr APT 306, Los Angeles, CA 90048, USA","(34.0757139, -118.3855355, 0.0)",34.0757139,-118.3855355,0.0
86,4332021064,Beverly Grove,"8646 W Olympic Blvd #205, Los Angeles, CA 90035","8646 W Olympic Blvd APT 205, Los Angeles, CA 90035, USA","(34.0590522, -118.3798425, 0.0)",34.0590522,-118.3798425,0.0
87,5511008025,Beverly Grove,"102 N Sweetzer Ave #103, Los Angeles, CA 90048","102 N Sweetzer Ave APT 103, Los Angeles, CA 90048, USA","(34.0744865, -118.3697145, 0.0)",34.0744865,-118.3697145,0.0
88,4333015052,Beverly Grove,"855 S Wooster St #202, Los Angeles, CA 90035","855 S Wooster St APT 202, Los Angeles, CA 90035, USA","(34.0612952, -118.3827458, 0.0)",34.0612952,-118.3827458,0.0
89,4333015058,Beverly Grove,"855 S Wooster St #302, Los Angeles, CA 90035","855 S Wooster St APT 302, Los Angeles, CA 90035, USA","(34.0612952, -118.3827458, 0.0)",34.0612952,-118.3827458,0.0
90,4334015081,Beverly Grove,"435 Arnaz Dr #103, Los Angeles, CA 90048","435 Arnaz Dr #103, Los Angeles, CA 90048, USA","(34.0709915, -118.3830365, 0.0)",34.0709915,-118.3830365,0.0
91,4334015082,Beverly Grove,"435 Arnaz Dr #104, Los Angeles, CA 90048","435 Arnaz Dr #104, Los Angeles, CA 90048, USA","(34.0709915, -118.3830365, 0.0)",34.0709915,-118.3830365,0.0
92,4334015083,Beverly Grove,"435 Arnaz Dr #105, Los Angeles, CA 90048","435 Arnaz Dr #105, Los Angeles, CA 90048, USA","(34.0709915, -118.3830365, 0.0)",34.0709915,-118.3830365,0.0
93,5511038042,Beverly Grove,"7916 Blackburn Ave #10, Los Angeles, CA 90048","7916 Blackburn Ave #10, Los Angeles, CA 90048, USA","(34.0705769, -118.362149, 0.0)",34.0705769,-118.362149,0.0
94,5511038035,Beverly Grove,"7916 Blackburn Ave #3, Los Angeles, CA 90048","7916 Blackburn Ave #3, Los Angeles, CA 90048, USA","(34.0705769, -118.362149, 0.0)",34.0705769,-118.362149,0.0
95,4335001076,Beverly Grove,"128 N Swall Dr #108, Los Angeles, CA 90048","128 N Swall Dr APT 108, Los Angeles, CA 90048, USA","(34.0760572, -118.3853424, 0.0)",34.0760572,-118.3853424,0.0
96,4335001084,Beverly Grove,"128 N Swall Dr #208, Los Angeles, CA 90048","128 N Swall Dr APT 208, Los Angeles, CA 90048, USA","(34.0760572, -118.3853424, 0.0)",34.0760572,-118.3853424,0.0
97,4335001089,Beverly Grove,"128 N Swall Dr #305, Los Angeles, CA 90048","128 N Swall Dr APT 305, Los Angeles, CA 90048, USA","(34.0760572, -118.3853424, 0.0)",34.0760572,-118.3853424,0.0
98,4335001063,Beverly Grove,"128 N Swall Dr #PN1, Los Angeles, CA 90048","128 N Swall Dr PN1, Los Angeles, CA 90048, USA","(34.0760572, -118.3853424, 0.0)",34.0760572,-118.3853424,0.0
99,4334001066,Beverly Grove,"146 S Clark Dr #102, West Hollywood, CA 90048","146 S Clark Dr APT 102, West Hollywood, CA 90048, USA","(34.0739058, -118.3845542, 0.0)",34.0739058,-118.3845542,0.0
100,4335012036,Beverly Grove,"117 S Clark Dr #102, West Hollywood, CA 90048","117 S Clark Dr APT 102, West Hollywood, CA 90048, USA","(34.074793, -118.3851442, 0.0)",34.074793,-118.3851442,0.0
101,4335012048,Beverly Grove,"117 S Clark Dr #307, West Hollywood, CA 90048","117 S Clark Dr APT 307, West Hollywood, CA 90048, USA","(34.074793, -118.3851442, 0.0)",34.074793,-118.3851442,0.0
102,4334015103,Beverly Grove,"415 S Willaman Dr #2, Los Angeles, CA 90048","415 S Willaman Dr PH 2, Los Angeles, CA 90048, USA","(34.0715574, -118.3809146, 0.0)",34.0715574,-118.3809146,0.0
103,4334015101,Beverly Grove,"415 S Willaman Dr #204, Los Angeles, CA 90048","415 S Willaman Dr #204, Los Angeles, CA 90048, USA","(34.0715503, -118.3808617, 0.0)",34.0715503,-118.3808617,0.0
104,5085021045,Beverly Grove,"5764 San Vicente Blvd #101, Los Angeles, CA 90019","5764 San Vicente Blvd #101, Los Angeles, CA 90019, USA","(34.0548221, -118.3579718, 0.0)",34.0548221,-118.3579718,0.0
105,4334009164,Beverly Grove,"320 S Willaman Dr #201, Los Angeles, CA 90048","320 S Willaman Dr APT 201, Los Angeles, CA 90048, USA","(34.07295149999999, -118.3802846, 0.0)",34.07295149999999,-118.3802846,0.0
106,4334009168,Beverly Grove,"320 S Willaman Dr #301, Los Angeles, CA 90048","320 S Willaman Dr APT 301, Los Angeles, CA 90048, USA","(34.07295149999999, -118.3802846, 0.0)",34.07295149999999,-118.3802846,0.0
107,4334009174,Beverly Grove,"320 S Willaman Dr #403, Los Angeles, CA 90048","320 S Willaman Dr APT 403, Los Angeles, CA 90048, USA","(34.07295149999999, -118.3802846, 0.0)",34.07295149999999,-118.3802846,0.0
108,4334009178,Beverly Grove,"320 S Willaman Dr #PH3, Los Angeles, CA 90048","320 S Willaman Dr, Los Angeles, CA 90048, USA","(34.0729653, -118.3803144, 0.0)",34.0729653,-118.3803144,0.0
109,4334011078,Beverly Grove,"305 Arnaz Dr #301, Los Angeles, CA 90048","305 Arnaz Dr #301, Los Angeles, CA 90048, USA","(34.0732078, -118.3831278, 0.0)",34.0732078,-118.3831278,0.0
110,4334001076,Beverly Grove,"118 S Clark Dr #101, West Hollywood, CA 90048","118 S Clark Dr APT 101, West Hollywood, CA 90048, USA","(34.0745906, -118.3845572, 0.0)",34.0745906,-118.3845572,0.0
111,4334001082,Beverly Grove,"118 S Clark Dr #202, West Hollywood, CA 90048","118 S Clark Dr APT 202, West Hollywood, CA 90048, USA","(34.0745906, -118.3845572, 0.0)",34.0745906,-118.3845572,0.0
112,4334001094,Beverly Grove,"118 S Clark Dr #PH2, West Hollywood, CA 90048","118 S Clark Dr, Los Angeles, CA 90048, USA","(34.0746007, -118.3845885, 0.0)",34.0746007,-118.3845885,0.0
113,4334001096,Beverly Grove,"118 S Clark Dr #PH4, West Hollywood, CA 90048","118 S Clark Dr, Los Angeles, CA 90048, USA","(34.0746007, -118.3845885, 0.0)",34.0746007,-118.3845885,0.0
114,4335012056,Beverly Grove,"123 S Clark Dr #203, West Hollywood, CA 90048","123 S Clark Dr APT 203, West Hollywood, CA 90048, USA","(34.0745216, -118.3851437, 0.0)",34.0745216,-118.3851437,0.0
115,4335012061,Beverly Grove,"123 S Clark Dr #PH2, West Hollywood, CA 90048","123 S Clark Dr, Los Angeles, CA 90048, USA","(34.0745433, -118.3851362, 0.0)",34.0745433,-118.3851362,0.0
116,4335012062,Beverly Grove,"123 S Clark Dr #PH3, West Hollywood, CA 90048","123 S Clark Dr, Los Angeles, CA 90048, USA","(34.0745433, -118.3851362, 0.0)",34.0745433,-118.3851362,0.0
117,4335012063,Beverly Grove,"123 S Clark Dr #PH4, West Hollywood, CA 90048","123 S Clark Dr, Los Angeles, CA 90048, USA","(34.0745433, -118.3851362, 0.0)",34.0745433,-118.3851362,0.0
118,4334011089,Beverly Grove,"325 Arnaz Dr #103, Los Angeles, CA 90048","325 Arnaz Dr #103, Los Angeles, CA 90048, USA","(34.0729382, -118.3829539, 0.0)",34.0729382,-118.3829539,0.0
119,4334001100,Beverly Grove,"122 N Clark Dr #101, West Hollywood, CA 90048","122 N Clark Dr APT 101, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
120,4334001104,Beverly Grove,"122 N Clark Dr #105, West Hollywood, CA 90048","122 N Clark Dr APT 105, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
121,4334001110,Beverly Grove,"122 N Clark Dr #205, West Hollywood, CA 90048","122 N Clark Dr APT 205, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
122,4334001115,Beverly Grove,"122 N Clark Dr #304, West Hollywood, CA 90048","122 N Clark Dr APT 304, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
123,4334001116,Beverly Grove,"122 N Clark Dr #305, West Hollywood, CA 90048","122 N Clark Dr APT 305, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
124,4334001121,Beverly Grove,"122 N Clark Dr #404, West Hollywood, CA 90048","122 N Clark Dr APT 404, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
125,4334001123,Beverly Grove,"122 N Clark Dr #406, West Hollywood, CA 90048","122 N Clark Dr APT 406, West Hollywood, CA 90048, USA","(34.0758502, -118.3845613, 0.0)",34.0758502,-118.3845613,0.0
126,4335002030,Beverly Grove,"107 N Swall Dr #203, Los Angeles, CA 90048","107 N Swall Dr APT 203, Los Angeles, CA 90048, USA","(34.0757146, -118.3861219, 0.0)",34.0757146,-118.3861219,0.0
127,4335002046,Beverly Grove,"107 N Swall Dr #401, Los Angeles, CA 90048","107 N Swall Dr APT 401, Los Angeles, CA 90048, USA","(34.0757146, -118.3861219, 0.0)",34.0757146,-118.3861219,0.0
