,PARCEL,Neighborhood,SITUS HOUSE NUMBER,SITUS STREET NAME,SITUS STREET ADDRESS,SITUS CITY,SITUS STATE,SITUS ZIP CODE,FULL ADDRESS,location,point,latitude,longitude,outcome
4976,5511039020,Beverly Grove,7952,4Th St,7952 W 4Th St,Los Angeles,CA,90048,"7952 W 4Th St, Los Angeles, CA 90048","7952 W 4th St, Los Angeles, CA 90048, USA","(34.069832, -118.3633433, 0.0)",34.069832,-118.3633433,1
4977,5511040002,Beverly Grove,8014,4Th St,8014 W 4Th St,Los Angeles,CA,90048,"8014 W 4Th St, Los Angeles, CA 90048","8014 W 4th St, Los Angeles, CA 90048, USA","(34.0700572, -118.3647011, 0.0)",34.0700572,-118.3647011,1
4978,5511041018,Beverly Grove,8138,4Th St,8138 W 4Th St,Los Angeles,CA,90048,"8138 W 4Th St, Los Angeles, CA 90048","8138 W 4th St, Los Angeles, CA 90048, USA","(34.07023, -118.366521, 0.0)",34.07023,-118.366521,1
4979,5511035002,Beverly Grove,8215,4Th St,8215 W 4Th St,Los Angeles,CA,90048,"8215 W 4Th St, Los Angeles, CA 90048","8215 W 4th St, Los Angeles, CA 90048, USA","(34.070889, -118.367943, 0.0)",34.070889,-118.367943,0
4980,5511035006,Beverly Grove,8235,4Th St,8235 W 4Th St,Los Angeles,CA,90048,"8235 W 4Th St, Los Angeles, CA 90048","8235 W 4th St, Los Angeles, CA 90048, USA","(34.0709441, -118.3686384, 0.0)",34.0709441,-118.3686384,1
4981,5511035011,Beverly Grove,8261,4Th St,8261 W 4Th St,Los Angeles,CA,90048,"8261 W 4Th St, Los Angeles, CA 90048","8261 W 4th St, Los Angeles, CA 90048, USA","(34.071056, -118.369416, 0.0)",34.071056,-118.369416,1
4982,5511042020,Beverly Grove,8274,4Th St,8274 W 4Th St,Los Angeles,CA,90048,"8274 W 4Th St, Los Angeles, CA 90048","8274 W 4th St, Los Angeles, CA 90048, USA","(34.070621, -118.369989, 0.0)",34.070621,-118.369989,1
4983,5511034008,Beverly Grove,8337,4Th St,8337 W 4Th St,Los Angeles,CA,90048,"8337 W 4Th St, Los Angeles, CA 90048","8337 W 4th St, Los Angeles, CA 90048, USA","(34.071299, -118.371576, 0.0)",34.071299,-118.371576,0
4984,5511034018,Beverly Grove,8385,4Th St,8385 W 4Th St,Los Angeles,CA,90048,"8385 W 4Th St, Los Angeles, CA 90048","8385 W 4th St, Los Angeles, CA 90048, USA","(34.0714669, -118.3732448, 0.0)",34.0714669,-118.3732448,1
4985,5511044029,Beverly Grove,8418,4Th St,8418 W 4Th St,Los Angeles,CA,90048,"8418 W 4Th St, Los Angeles, CA 90048","8418 W 4th St, Los Angeles, CA 90048, USA","(34.07109, -118.374143, 0.0)",34.07109,-118.374143,1
4986,5510011021,Beverly Grove,6220,5Th St,6220 W 5Th St,Los Angeles,CA,90048,"6220 W 5Th St, Los Angeles, CA 90048","6220 W 5th St, Los Angeles, CA 90048, USA","(34.0672833, -118.3637408, 0.0)",34.0672833,-118.3637408,1
4987,5510012021,Beverly Grove,6366,5Th St,6366 W 5Th St,Los Angeles,CA,90048,"6366 W 5Th St, Los Angeles, CA 90048","6366 W 5th St, West Hollywood, CA 90048, USA","(34.0676344, -118.3669158, 0.0)",34.0676344,-118.3669158,0
4988,5510013032,Beverly Grove,6420,5Th St,6420 W 5Th St,Los Angeles,CA,90048,"6420 W 5Th St, Los Angeles, CA 90048","6420 W 5th St, Los Angeles, CA 90048, USA","(34.0679616, -118.3684101, 0.0)",34.0679616,-118.3684101,1
4989,5510008005,Beverly Grove,6421,5Th St,6421 W 5Th St,Los Angeles,CA,90048,"6421 W 5Th St, Los Angeles, CA 90048","6421 W 5th St, West Hollywood, CA 90048, USA","(34.0685577, -118.3683094, 0.0)",34.0685577,-118.3683094,1
4990,5510008011,Beverly Grove,6451,5Th St,6451 W 5Th St,Los Angeles,CA,90048,"6451 W 5Th St, Los Angeles, CA 90048","6451 W 5th St, Los Angeles, CA 90048, USA","(34.0685625, -118.3693677, 0.0)",34.0685625,-118.3693677,1
4991,5510013023,Beverly Grove,6510,5Th St,6510 W 5Th St,Los Angeles,CA,90048,"6510 W 5Th St, Los Angeles, CA 90048","6510 W 5th St, Los Angeles, CA 90048, USA","(34.0681442, -118.3699136, 0.0)",34.0681442,-118.3699136,0
4992,5510007016,Beverly Grove,6677,5Th St,6677 W 5Th St,Los Angeles,CA,90048,"6677 W 5Th St, Los Angeles, CA 90048","6677 W 5th St, Los Angeles, CA 90048, USA","(34.0689352, -118.3732903, 0.0)",34.0689352,-118.3732903,1
4993,5510007018,Beverly Grove,6685,5Th St,6685 W 5Th St,Los Angeles,CA,90048,"6685 W 5Th St, Los Angeles, CA 90048","6685 W 5th St, Los Angeles, CA 90048, USA","(34.0690294, -118.3736327, 0.0)",34.0690294,-118.3736327,1
4994,5510026034,Beverly Grove,6142,6Th St,6142 W 6Th St,Los Angeles,CA,90048,"6142 W 6Th St, Los Angeles, CA 90048","6142 W 6th St, Los Angeles, CA 90048, USA","(34.064808, -118.363003, 0.0)",34.064808,-118.363003,1
4995,5510026029,Beverly Grove,6206,6Th St,6206 W 6Th St,Los Angeles,CA,90048,"6206 W 6Th St, Los Angeles, CA 90048","6206 W 6th St, Los Angeles, CA 90048, USA","(34.0648863, -118.3636697, 0.0)",34.0648863,-118.3636697,0
4996,5510020001,Beverly Grove,6301,6Th St,6301 W 6Th St,Los Angeles,CA,90048,"6301 W 6Th St, Los Angeles, CA 90048","6301 W 6th St, Los Angeles, CA 90048, USA","(34.0655618, -118.36514, 0.0)",34.0655618,-118.36514,1
4997,5510020002,Beverly Grove,6307,6Th St,6307 W 6Th St,Los Angeles,CA,90048,"6307 W 6Th St, Los Angeles, CA 90048","6307 W 6th St, Los Angeles, CA 90048, USA","(34.0655418, -118.3652997, 0.0)",34.0655418,-118.3652997,1
4998,5510020038,Beverly Grove,6333,6Th St,6333 W 6Th St,Los Angeles,CA,90048,"6333 W 6Th St, Los Angeles, CA 90048","6333 W 6th St, Los Angeles, CA 90048, USA","(34.065668, -118.366095, 0.0)",34.065668,-118.366095,1
4999,5510025018,Beverly Grove,6380,6Th St,6380 W 6Th St,Los Angeles,CA,90048,"6380 W 6Th St, Los Angeles, CA 90048","6380 W 6th St, Los Angeles, CA 90048, USA","(34.065351, -118.367813, 0.0)",34.065351,-118.367813,0
5000,5510022046,Beverly Grove,6620,6Th St,6620 W 6Th St,Los Angeles,CA,90048,"6620 W 6Th St, Los Angeles, CA 90048","6620 W 6th St, Los Angeles, CA 90048, USA","(34.06582, -118.371969, 0.0)",34.06582,-118.371969,1
5001,5510022005,Beverly Grove,6621,6Th St,6621 W 6Th St,Los Angeles,CA,90048,"6621 W 6Th St, Los Angeles, CA 90048","6621 W 6th St, Los Angeles, CA 90048, USA","(34.06632099999999, -118.371887, 0.0)",34.066321,-118.371887,1
5002,5510022044,Beverly Grove,6636,6Th St,6636 W 6Th St,Los Angeles,CA,90048,"6636 W 6Th St, Los Angeles, CA 90048","6636 W 6th St, Los Angeles, CA 90048, USA","(34.065907, -118.372296, 0.0)",34.065907,-118.372296,1
5003,5510022027,Beverly Grove,6637,6Th St,6637 W 6Th St,Los Angeles,CA,90048,"6637 W 6Th St, Los Angeles, CA 90048","6637 W 6th St, Los Angeles, CA 90048, USA","(34.066377, -118.372378, 0.0)",34.066377,-118.372378,0
5004,5089003015,Beverly Grove,5403,8Th St,5403 W 8Th St,Los Angeles,CA,90036,"5403 W 8Th St, Los Angeles, CA 90036","5403 W 8th St, Los Angeles, CA 90036, USA","(34.0607462, -118.347088, 0.0)",34.0607462,-118.347088,1
5005,5086021056,Beverly Grove,5955,8Th St,5955 W 8Th St,Los Angeles,CA,90036,"5955 W 8Th St, Los Angeles, CA 90036","5955 W 8th St, Los Angeles, CA 90036, USA","(34.0610683, -118.3600061, 0.0)",34.0610683,-118.3600061,1
5006,5086021057,Beverly Grove,5955,8Th St,5955 W 8Th St,Los Angeles,CA,90036,"5955 W 8Th St, Los Angeles, CA 90036","5955 W 8th St, Los Angeles, CA 90036, USA","(34.0610683, -118.3600061, 0.0)",34.0610683,-118.3600061,1
5007,4334002027,Beverly Grove,8741,Alden Dr,8741 Alden Dr,Los Angeles,CA,90048,"8741 Alden Dr, Los Angeles, CA 90048","8741 Alden Dr, Los Angeles, CA 90048, USA","(34.0755268, -118.3831278, 0.0)",34.0755268,-118.3831278,0
5008,5514011011,Beverly Grove,314,Alfred St,314 N Alfred St,Los Angeles,CA,90048,"314 N Alfred St, Los Angeles, CA 90048","314 N Alfred St, Los Angeles, CA 90048, USA","(34.076608, -118.374977, 0.0)",34.076608,-118.374977,1
5009,5514011003,Beverly Grove,356,Alfred St,356 N Alfred St,Los Angeles,CA,90048,"356 N Alfred St, Los Angeles, CA 90048","356 N Alfred St, Los Angeles, CA 90048, USA","(34.0777272, -118.375071, 0.0)",34.0777272,-118.375071,1
5010,5514001020,Beverly Grove,441,Alfred St,441 N Alfred St,Los Angeles,CA,90048,"441 N Alfred St, Los Angeles, CA 90048","441 N Alfred St, Los Angeles, CA 90048, USA","(34.07926, -118.3756685, 0.0)",34.07926,-118.3756685,1
5011,5087001004,Beverly Grove,1017,Alfred St,1017 S Alfred St,Los Angeles,CA,90035,"1017 S Alfred St, Los Angeles, CA 90035","1017 S Alfred St, Los Angeles, CA 90035, USA","(34.058831, -118.375247, 0.0)",34.058831,-118.375247,0
5012,5087006020,Beverly Grove,1046,Alfred St,1046 S Alfred St,Los Angeles,CA,90035,"1046 S Alfred St, Los Angeles, CA 90035","1046 S Alfred St, Los Angeles, CA 90035, USA","(34.0579449, -118.374622, 0.0)",34.0579449,-118.374622,1
5013,5087006016,Beverly Grove,1066,Alfred St,1066 S Alfred St,Los Angeles,CA,90035,"1066 S Alfred St, Los Angeles, CA 90035","1066 S Alfred St, Los Angeles, CA 90035, USA","(34.057395, -118.374631, 0.0)",34.057395,-118.374631,1
5014,5087005017,Beverly Grove,1150,Alfred St,1150 S Alfred St,Los Angeles,CA,90035,"1150 S Alfred St, Los Angeles, CA 90035","1150 S Alfred St, Los Angeles, CA 90035, USA","(34.0555161, -118.3746599, 0.0)",34.0555161,-118.3746599,1
5015,5087003011,Beverly Grove,1215,Alfred St,1215 S Alfred St,Los Angeles,CA,90035,"1215 S Alfred St, Los Angeles, CA 90035","1215 S Alfred St, Los Angeles, CA 90035, USA","(34.0545218, -118.3753014, 0.0)",34.0545218,-118.3753014,0
5016,5087003012,Beverly Grove,1219,Alfred St,1219 S Alfred St,Los Angeles,CA,90035,"1219 S Alfred St, Los Angeles, CA 90035","1219 S Alfred St, Los Angeles, CA 90035, USA","(34.054356, -118.37528, 0.0)",34.054356,-118.37528,1
5017,4335003037,Beverly Grove,146,Almont Dr,146 N Almont Dr,West Hollywood,CA,90048,"146 N Almont Dr, West Hollywood, CA 90048","146 N Almont Dr, West Hollywood, CA 90048, USA","(34.0766926, -118.3874871, 0.0)",34.0766926,-118.3874871,1
5018,4335003002,Beverly Grove,152,Almont Dr,152 N Almont Dr,West Hollywood,CA,90048,"152 N Almont Dr, West Hollywood, CA 90048","152 N Almont Dr, West Hollywood, CA 90048, USA","(34.076814, -118.387458, 0.0)",34.076814,-118.387458,1
5019,4335009015,Beverly Grove,137,Almont Dr,137 S Almont Dr,Los Angeles,CA,90048,"137 S Almont Dr, Los Angeles, CA 90048","137 S Almont Dr, Los Angeles, CA 90048, USA","(34.0742077, -118.3879892, 0.0)",34.0742077,-118.3879892,0
5020,4335014029,Beverly Grove,310,Almont Dr,310 S Almont Dr,Los Angeles,CA,90048,"310 S Almont Dr, Los Angeles, CA 90048","310 S Almont Dr, Los Angeles, CA 90048, USA","(34.0731593, -118.3874454, 0.0)",34.0731593,-118.3874454,1
5021,5512020016,Beverly Grove,173,Alta Vista Blvd,173 N Alta Vista Blvd,Los Angeles,CA,90036,"173 N Alta Vista Blvd, Los Angeles, CA 90036","173 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.0756484, -118.3477722, 0.0)",34.0756484,-118.3477722,1
5022,5525036008,Beverly Grove,331,Alta Vista Blvd,331 N Alta Vista Blvd,Los Angeles,CA,90036,"331 N Alta Vista Blvd, Los Angeles, CA 90036","331 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.0771002, -118.3477243, 0.0)",34.0771002,-118.3477243,1
5023,5525025018,Beverly Grove,409,Alta Vista Blvd,409 N Alta Vista Blvd,Los Angeles,CA,90036,"409 N Alta Vista Blvd, Los Angeles, CA 90036","409 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.078566, -118.34778, 0.0)",34.078566,-118.34778,0
5024,5525024027,Beverly Grove,537,Alta Vista Blvd,537 N Alta Vista Blvd,Los Angeles,CA,90036,"537 N Alta Vista Blvd, Los Angeles, CA 90036","537 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.081282, -118.347785, 0.0)",34.081282,-118.347785,1
5025,5525024004,Beverly Grove,539,Alta Vista Blvd,539 N Alta Vista Blvd,Los Angeles,CA,90036,"539 N Alta Vista Blvd, Los Angeles, CA 90036","539 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.08142, -118.347785, 0.0)",34.08142,-118.347785,1
5026,5525013007,Beverly Grove,637,Alta Vista Blvd,637 N Alta Vista Blvd,Los Angeles,CA,90036,"637 N Alta Vista Blvd, Los Angeles, CA 90036","637 N Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.0829809, -118.347792, 0.0)",34.0829809,-118.347792,1
5027,5512021013,Beverly Grove,119,Alta Vista Blvd,119 S Alta Vista Blvd,Los Angeles,CA,90036,"119 S Alta Vista Blvd, Los Angeles, CA 90036","119 S Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.0729849, -118.3477256, 0.0)",34.0729849,-118.3477256,0
5028,5512021010,Beverly Grove,135,Alta Vista Blvd,135 S Alta Vista Blvd,Los Angeles,CA,90036,"135 S Alta Vista Blvd, Los Angeles, CA 90036","135 S Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.072575, -118.347757, 0.0)",34.072575,-118.347757,1
5029,5512024008,Beverly Grove,138,Alta Vista Blvd,138 S Alta Vista Blvd,Los Angeles,CA,90036,"138 S Alta Vista Blvd, Los Angeles, CA 90036","138 S Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.07244, -118.347061, 0.0)",34.07244,-118.347061,1
5030,5512024012,Beverly Grove,158,Alta Vista Blvd,158 S Alta Vista Blvd,Los Angeles,CA,90036,"158 S Alta Vista Blvd, Los Angeles, CA 90036","158 S Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.071903, -118.3470846, 0.0)",34.071903,-118.3470846,1
5031,5512022008,Beverly Grove,223,Alta Vista Blvd,223 S Alta Vista Blvd,Los Angeles,CA,90036,"223 S Alta Vista Blvd, Los Angeles, CA 90036","223 S Alta Vista Blvd, Los Angeles, CA 90036, USA","(34.0703314, -118.3477716, 0.0)",34.0703314,-118.3477716,0
5032,5087013002,Beverly Grove,1022,Alvira St,1022 Alvira St,Los Angeles,CA,90035,"1022 Alvira St, Los Angeles, CA 90035","1022 Alvira St, Los Angeles, CA 90035, USA","(34.0581448, -118.3704229, 0.0)",34.0581448,-118.3704229,1
5033,5087013010,Beverly Grove,1062,Alvira St,1062 Alvira St,Los Angeles,CA,90035,"1062 Alvira St, Los Angeles, CA 90035","1062 Alvira St, Los Angeles, CA 90035, USA","(34.0570052, -118.3709102, 0.0)",34.0570052,-118.3709102,1
5034,5087011008,Beverly Grove,1133,Alvira St,1133 Alvira St,Los Angeles,CA,90035,"1133 Alvira St, Los Angeles, CA 90035","1133 Alvira St, Los Angeles, CA 90035, USA","(34.0558806, -118.3721042, 0.0)",34.0558806,-118.3721042,1
5035,5087011007,Beverly Grove,1139,Alvira St,1139 Alvira St,Los Angeles,CA,90035,"1139 Alvira St, Los Angeles, CA 90035","1139 Alvira St, Los Angeles, CA 90035, USA","(34.0557206, -118.3721042, 0.0)",34.0557206,-118.3721042,0
5036,5087014010,Beverly Grove,1146,Alvira St,1146 Alvira St,Los Angeles,CA,90035,"1146 Alvira St, Los Angeles, CA 90035","1146 Alvira St, Los Angeles, CA 90035, USA","(34.05533339999999, -118.3717436, 0.0)",34.0553334,-118.3717436,1
5037,5087010005,Beverly Grove,1227,Alvira St,1227 Alvira St,Los Angeles,CA,90035,"1227 Alvira St, Los Angeles, CA 90035","1227 Alvira St, Los Angeles, CA 90035, USA","(34.0539611, -118.3729608, 0.0)",34.0539611,-118.3729608,1
5038,5087015007,Beverly Grove,1234,Alvira St,1234 Alvira St,Los Angeles,CA,90035,"1234 Alvira St, Los Angeles, CA 90035","1234 Alvira St, Los Angeles, CA 90035, USA","(34.0536417, -118.3724276, 0.0)",34.0536417,-118.3724276,1
5039,5087010001,Beverly Grove,1249,Alvira St,1249 Alvira St,Los Angeles,CA,90035,"1249 Alvira St, Los Angeles, CA 90035","1249 Alvira St, Los Angeles, CA 90035, USA","(34.053374, -118.3731535, 0.0)",34.053374,-118.3731535,0
5040,5089002005,Beverly Grove,4930,Argus Dr,4930 Argus Dr,Los Angeles,CA,90041,"4930 Argus Dr, Los Angeles, CA 90041","4930 Argus Dr, Los Angeles, CA 90041, USA","(34.1364898, -118.205854, 0.0)",34.1364898,-118.205854,1
5041,4334011071,Beverly Grove,305,Arnaz Dr,305 Arnaz Dr,Los Angeles,CA,90048,"305 Arnaz Dr, Los Angeles, CA 90048","305 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0732078, -118.3831278, 0.0)",34.0732078,-118.3831278,1
5042,4334011101,Beverly Grove,325,Arnaz Dr,325 Arnaz Dr,Los Angeles,CA,90048,"325 Arnaz Dr, Los Angeles, CA 90048","325 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0729382, -118.3829539, 0.0)",34.0729382,-118.3829539,1
5043,4334011098,Beverly Grove,325,Arnaz Dr,325 Arnaz Dr,Los Angeles,CA,90048,"325 Arnaz Dr, Los Angeles, CA 90048","325 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0729382, -118.3829539, 0.0)",34.0729382,-118.3829539,0
5044,4334011097,Beverly Grove,325,Arnaz Dr,325 Arnaz Dr,Los Angeles,CA,90048,"325 Arnaz Dr, Los Angeles, CA 90048","325 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0729382, -118.3829539, 0.0)",34.0729382,-118.3829539,1
5045,4334015075,Beverly Grove,412,Arnaz Dr,412 Arnaz Dr,Los Angeles,CA,90048,"412 Arnaz Dr, Los Angeles, CA 90048","412 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0715516, -118.3823974, 0.0)",34.0715516,-118.3823974,1
5046,4334015066,Beverly Grove,412,Arnaz Dr,412 Arnaz Dr,Los Angeles,CA,90048,"412 Arnaz Dr, Los Angeles, CA 90048","412 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0715516, -118.3823974, 0.0)",34.0715516,-118.3823974,1
5047,4334015124,Beverly Grove,423,Arnaz Dr,423 Arnaz Dr,Los Angeles,CA,90048,"423 Arnaz Dr, Los Angeles, CA 90048","423 Arnaz Dr, Los Angeles, CA 90048, USA","(34.071313, -118.383007, 0.0)",34.071313,-118.383007,0
5048,4334015123,Beverly Grove,423,Arnaz Dr,423 Arnaz Dr,Los Angeles,CA,90048,"423 Arnaz Dr, Los Angeles, CA 90048","423 Arnaz Dr, Los Angeles, CA 90048, USA","(34.071313, -118.383007, 0.0)",34.071313,-118.383007,1
5049,4334015003,Beverly Grove,428,Arnaz Dr,428 Arnaz Dr,Los Angeles,CA,90048,"428 Arnaz Dr, Los Angeles, CA 90048","428 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0712317, -118.3823974, 0.0)",34.0712317,-118.3823974,1
5050,4334015085,Beverly Grove,435,Arnaz Dr,435 Arnaz Dr,Los Angeles,CA,90048,"435 Arnaz Dr, Los Angeles, CA 90048","435 Arnaz Dr, Los Angeles, CA 90048, USA","(34.0709915, -118.3830365, 0.0)",34.0709915,-118.3830365,1
5051,4334015108,Beverly Grove,438,Arnaz Dr,438 Arnaz Dr,Los Angeles,CA,90048,"438 Arnaz Dr, Los Angeles, CA 90048","438 Arnaz Dr, Los Angeles, CA 90048, USA","(34.070971, -118.382386, 0.0)",34.070971,-118.382386,0
5052,5088004046,Beverly Grove,6160,Barrows Dr,6160 Barrows Dr,Los Angeles,CA,90048,"6160 Barrows Dr, Los Angeles, CA 90048","6160 Barrows Dr, Los Angeles, CA 90048, USA","(34.060131, -118.3650317, 0.0)",34.060131,-118.3650317,1
5053,5088017028,Beverly Grove,6167,Barrows Dr,6167 Barrows Dr,Los Angeles,CA,90048,"6167 Barrows Dr, Los Angeles, CA 90048","6167 Barrows Dr, West Hollywood, CA 90048, USA","(34.0605882, -118.3651232, 0.0)",34.0605882,-118.3651232,1
5054,4333013063,Beverly Grove,811,Bedford St,811 S Bedford St,Los Angeles,CA,90035,"811 S Bedford St, Los Angeles, CA 90035","811 S Bedford St, Los Angeles, CA 90035, USA","(34.0626296, -118.3806628, 0.0)",34.0626296,-118.3806628,1
5055,4333013019,Beverly Grove,819,Bedford St,819 S Bedford St,Los Angeles,CA,90035,"819 S Bedford St, Los Angeles, CA 90035","819 S Bedford St, Los Angeles, CA 90035, USA","(34.0623122, -118.3806083, 0.0)",34.0623122,-118.3806083,0
5056,4333020069,Beverly Grove,820,Bedford St,820 S Bedford St,Los Angeles,CA,90035,"820 S Bedford St, Los Angeles, CA 90035","820 S Bedford St, Los Angeles, CA 90035, USA","(34.06223, -118.3800237, 0.0)",34.06223,-118.3800237,1
5057,4333020071,Beverly Grove,820,Bedford St,820 S Bedford St,Los Angeles,CA,90035,"820 S Bedford St, Los Angeles, CA 90035","820 S Bedford St, Los Angeles, CA 90035, USA","(34.06223, -118.3800237, 0.0)",34.06223,-118.3800237,1
5058,4333020064,Beverly Grove,836,Bedford St,836 S Bedford St,Los Angeles,CA,90035,"836 S Bedford St, Los Angeles, CA 90035","836 S Bedford St, Los Angeles, CA 90035, USA","(34.0618158, -118.3800009, 0.0)",34.0618158,-118.3800009,1
5059,4332020015,Beverly Grove,1017,Bedford St,1017 S Bedford St,Los Angeles,CA,90035,"1017 S Bedford St, Los Angeles, CA 90035","1017 S Bedford St, Los Angeles, CA 90035, USA","(34.058791, -118.380667, 0.0)",34.058791,-118.380667,0
5060,4332021038,Beverly Grove,1042,Bedford St,1042 S Bedford St,Los Angeles,CA,90035,"1042 S Bedford St, Los Angeles, CA 90035","1042 S Bedford St, Los Angeles, CA 90035, USA","(34.0580338, -118.3800922, 0.0)",34.0580338,-118.3800922,1
5061,4332019019,Beverly Grove,1117,Bedford St,1117 S Bedford St,Los Angeles,CA,90035,"1117 S Bedford St, Los Angeles, CA 90035","1117 S Bedford St, Los Angeles, CA 90035, USA","(34.0566311, -118.3806628, 0.0)",34.0566311,-118.3806628,1
5062,4332019042,Beverly Grove,1129,Bedford St,1129 S Bedford St,Los Angeles,CA,90035,"1129 S Bedford St, Los Angeles, CA 90035","1129 S Bedford St, Los Angeles, CA 90035, USA","(34.0562823, -118.380714, 0.0)",34.0562823,-118.380714,1
