,Parcel,Neighborhood,Address,location,point,latitude,longitude,altitude
91,4334016047,Beverly Grove,"8568 Burton Way #110, Los Angeles, CA 90048","8568 Burton Way APT 110, Los Angeles, CA 90048, USA","(34.071862, -118.3790164, 0.0)",34.071862,-118.3790164,0.0
92,4334016049,Beverly Grove,"8568 Burton Way #111, Los Angeles, CA 90048","8568 Burton Way APT 111, Los Angeles, CA 90048, USA","(34.071862, -118.3790164, 0.0)",34.071862,-118.3790164,0.0
93,4335013048,Beverly Grove,"8909 Burton Way #202, Los Angeles, CA 90048","8909 Burton Way APT 202, Los Angeles, CA 90048, USA","(34.0726177, -118.3862073, 0.0)",34.0726177,-118.3862073,0.0
94,4335013054,Beverly Grove,"8909 Burton Way #408, Los Angeles, CA 90048","8909 Burton Way APT 408, Los Angeles, CA 90048, USA","(34.0726177, -118.3862073, 0.0)",34.0726177,-118.3862073,0.0
95,4335013055,Beverly Grove,"8909 Burton Way #409, Los Angeles, CA 90048","8909 Burton Way APT 409, Los Angeles, CA 90048, USA","(34.0726177, -118.3862073, 0.0)",34.0726177,-118.3862073,0.0
96,5510026053,Beverly Grove,"6151 Orange St #103, Los Angeles, CA 90048","6151 Orange St APT 103, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
97,5510026058,Beverly Grove,"6151 Orange St #108, Los Angeles, CA 90048","6151 Orange St APT 108, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
98,5510026060,Beverly Grove,"6151 Orange St #110, Los Angeles, CA 90048","6151 Orange St APT 110, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
99,5510026061,Beverly Grove,"6151 Orange St #111, Los Angeles, CA 90048","6151 Orange St APT 111, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
100,5510026062,Beverly Grove,"6151 Orange St #112, Los Angeles, CA 90048","6151 Orange St APT 112, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
101,5510026063,Beverly Grove,"6151 Orange St #113, Los Angeles, CA 90048","6151 Orange St APT 113, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
102,5510026069,Beverly Grove,"6151 Orange St #119, Los Angeles, CA 90048","6151 Orange St APT 119, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
103,5510026076,Beverly Grove,"6151 Orange St #204, Los Angeles, CA 90048","6151 Orange St APT 204, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
104,5510026082,Beverly Grove,"6151 Orange St #210, Los Angeles, CA 90048","6151 Orange St APT 210, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
105,5510026086,Beverly Grove,"6151 Orange St #214, Los Angeles, CA 90048","6151 Orange St APT 214, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
106,5510026087,Beverly Grove,"6151 Orange St #215, Los Angeles, CA 90048","6151 Orange St APT 215, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
107,5510026089,Beverly Grove,"6151 Orange St #217, Los Angeles, CA 90048","6151 Orange St APT 217, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
108,5510026092,Beverly Grove,"6151 Orange St #220, Los Angeles, CA 90048","6151 Orange St APT 220, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
109,5510026098,Beverly Grove,"6151 Orange St #304, Los Angeles, CA 90048","6151 Orange St APT 304, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
110,5510026108,Beverly Grove,"6151 Orange St #314, Los Angeles, CA 90048","6151 Orange St APT 314, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
111,5510026110,Beverly Grove,"6151 Orange St #316, Los Angeles, CA 90048","6151 Orange St APT 316, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
112,5510026114,Beverly Grove,"6151 Orange St #320, Los Angeles, CA 90048","6151 Orange St APT 320, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
113,5510026115,Beverly Grove,"6151 Orange St #321, Los Angeles, CA 90048","6151 Orange St APT 321, Los Angeles, CA 90048, USA","(34.0645011, -118.3633197, 0.0)",34.0645011,-118.3633197,0.0
114,4334009047,Beverly Grove,"8611 Burton Way #10, Los Angeles, CA 90048","8611 Burton Way APT 10, Los Angeles, CA 90048, USA","(34.0726283, -118.3799647, 0.0)",34.0726283,-118.3799647,0.0
115,4335009028,Beverly Grove,"100 S Wetherly Dr #1, Los Angeles, CA 90048","100 S Wetherly Dr APT 1, Los Angeles, CA 90048, USA","(34.0751437, -118.3884522, 0.0)",34.0751437,-118.3884522,0.0
116,4335009030,Beverly Grove,"100 S Wetherly Dr #3, Los Angeles, CA 90048","100 S Wetherly Dr APT 3, Los Angeles, CA 90048, USA","(34.0751437, -118.3884522, 0.0)",34.0751437,-118.3884522,0.0
117,4334009057,Beverly Grove,"321 S San Vicente Blvd #101, Los Angeles, CA 90048","321 S San Vicente Blvd APT 101, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
118,4334009058,Beverly Grove,"321 S San Vicente Blvd #102, Los Angeles, CA 90048","321 S San Vicente Blvd APT 102, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
119,4334009138,Beverly Grove,"321 S San Vicente Blvd #1108, Los Angeles, CA 90048","321 S San Vicente Blvd APT 1108, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
120,4334009069,Beverly Grove,"321 S San Vicente Blvd #303, Los Angeles, CA 90048","321 S San Vicente Blvd APT 303, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
121,4334009089,Beverly Grove,"321 S San Vicente Blvd #507, Los Angeles, CA 90048","321 S San Vicente Blvd APT 507, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
122,4334009096,Beverly Grove,"321 S San Vicente Blvd #606, Los Angeles, CA 90048","321 S San Vicente Blvd APT 606, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
123,4334009114,Beverly Grove,"321 S San Vicente Blvd #808, Los Angeles, CA 90048","321 S San Vicente Blvd APT 808, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
124,4334009115,Beverly Grove,"321 S San Vicente Blvd #901, Los Angeles, CA 90048","321 S San Vicente Blvd APT 901, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
125,4334009118,Beverly Grove,"321 S San Vicente Blvd #904, Los Angeles, CA 90048","321 S San Vicente Blvd APT 904, Los Angeles, CA 90048, USA","(34.0731172, -118.3780522, 0.0)",34.0731172,-118.3780522,0.0
126,5508012029,Beverly Grove,"648 S Ridgeley Dr #101, Los Angeles, CA 90036","648 S Ridgeley Dr APT 101, Los Angeles, CA 90036, USA","(34.0634113, -118.3500877, 0.0)",34.0634113,-118.3500877,0.0
127,5508012030,Beverly Grove,"648 S Ridgeley Dr #102, Los Angeles, CA 90036","648 S Ridgeley Dr APT 102, Los Angeles, CA 90036, USA","(34.0634113, -118.3500877, 0.0)",34.0634113,-118.3500877,0.0
128,5508012035,Beverly Grove,"648 S Ridgeley Dr #202, Los Angeles, CA 90036","648 S Ridgeley Dr APT 202, Los Angeles, CA 90036, USA","(34.0634113, -118.3500877, 0.0)",34.0634113,-118.3500877,0.0
